"name","area","WDPAid","patchRichness","nPatches","stddev_WC","mean_WC","analysis_scale","shortName","fullName","country","latitude","longitude","Notes","nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ","CWM.bodymass","CWM.Vertebrate","CWM.Invertebrate","CWM.Fish","CWM.Seed","CWM.Fruit","CWM.Root","CWM.Woody","CWM.Herbaceous","CWM.Nectar","CWM.aquatic","CWM.terrestrial","CWM.fossorial","CWM.arboreal","nLocomotor","nTrophic"
"Natal National Park",61.5434000171723,555563964,5,36,0.0716043715325789,0.558143225370669,1000,"Natal Woodland","Natal Woodland","South Africa",-27.4,32.15,"",39,39,2.35403054904728e-05,0.245927495326894,0.926694052491751,0.690065430644342,0.183223491155203,0.0358795282885306,18878.1997435897,2.71794871794872,2.69230769230769,3.76923076923077,3.82051282051282,2.97435897435897,3.76923076923077,3.12820512820513,3.07692307692308,3.92307692307692,0,1,0,0,5,14
"Mweru Wantipa",3170.70226804403,1090,9,377,0.157550165410097,0.618231945915429,1000,"Mweru-Wantipa","Mweru-Wantipa","Zambia",-8.41,29.26,"",56,56,2.31014752139e-05,0.245927495326894,0.903863017387559,0.675709665400962,0.171149676261641,0.0336010322708885,89068.0624553571,2.64814814814815,2.83333333333333,3.81481481481481,3.83333333333333,3.09259259259259,3.77777777777778,3.31481481481481,3.18518518518519,4,0,1,0,0,5,17
"Kafue",22397.4459713434,1085,9,3348,0.122404943840451,0.501083483968647,1000,"Kafue","Kafue","Zambia",-15.67,27,"",37,37,2.4345118245393e-07,0.245927495326894,0.936388578801624,0.624264418788716,0.161964025633425,0.0305594254492087,229567.696756757,2.8,3.17142857142857,3.88571428571429,3.74285714285714,3.22857142857143,3.74285714285714,3.51428571428571,2.94285714285714,4,0,1,0,0,4,14
"Kafue",22397.4459713434,1085,9,3348,0.122404943840451,0.501083483968647,1000,"Kafue National Park","Kafue National Park","Zambia",-14.4420297,25.8521764,"",62,62,4.49512552109562e-06,0.245927495326894,0.896939380827202,0.645018828561507,0.172597333023058,0.0333425192888115,150878.218870968,2.86666666666667,3,3.86666666666667,3.71666666666667,3.15,3.7,3.4,3.01666666666667,4,0,1,0,0,5,17
"Nyika",83.3050429446796,1102,6,49,0.119107611245607,0.688017896886064,1000,"Nyika Plateau","Nyika Plateau","Zambia",-10.58,33.68,"",33,33,5.05466769052841e-06,0.245927495326894,0.920981954874408,0.624116869951768,0.168367055816115,0.0335562696627574,194740.364848485,2.54838709677419,3.16129032258065,3.83870967741935,3.87096774193548,3,3.51612903225806,3.2258064516129,3.16129032258065,4,0,1,0,0,5,15
"West Lunga",1786.23132426852,1093,7,135,0.120557728998729,0.83367743529071,1000,"Lunga","West Lunga National Park","Zambia",-12.17,24.83,"",46,46,1.71723509137429e-05,0.245927495326894,0.926845582487063,0.642304310854667,0.174230038271661,0.0342967039363519,191797.129565217,2.77272727272727,3.13636363636364,3.88636363636364,3.84090909090909,2.79545454545455,3.65909090909091,3.15909090909091,2.86363636363636,4,0,1,0,0,5,16
"Kafue Flats",4766.49233957314,4091,8,725,0.0928198359364425,0.379677131559717,1000,"Kafue Flats","Kafue Flats","Zambia",-15.5,25.4,"",38,38,2.09505365151986e-07,0.245927495326894,0.965237840923769,0.625268981485884,0.15274918998548,0.0269993922445006,237590.807368421,2.88888888888889,3.33333333333333,3.88888888888889,3.83333333333333,3.30555555555556,3.77777777777778,3.22222222222222,2.61111111111111,4,0,1,0,0,4,13
"Chobe",10538.2800262787,600,8,783,0.0658099177249347,0.454700725603477,1000,"Chobe","Chobe National Park","Botswana",-18.54,24.5,"",58,58,2.86726741037333e-07,0.245927495326894,0.880559071632592,0.64445943098445,0.168133122442609,0.0304302764311634,237599.558103448,2.83636363636364,3.05454545454545,3.92727272727273,3.76363636363636,3.2,3.65454545454545,3.29090909090909,2.96363636363636,4,0,1,0,0,4,16
"Wadi El Assuti",35.3614173331642,18771,2,5,NA,NA,1000,"Wadi el Assuiti","Wadi el Assuiti","Egypt",27.13,31.37,"",14,14,7.3492965133594e-09,0.245927495326894,0.943703200677732,0.694628533655068,0.121437540270249,0.017819247635343,11146.9464285714,2,2.78571428571429,3.78571428571429,4,3.42857142857143,4,3.61538461538462,3.38461538461539,4,0,1,0,0,2,8
"Wadi El Rayan",1758.77072219576,30006,6,41,NA,NA,1000,"Wadi el Rayan","Wadi el Rayan","Egypt",29.2,30.28,"",14,14,1.57931815377621e-08,0.245927495326894,0.943637827374644,0.68421741540538,0.133358692324019,0.0205258818291149,9920.42285714286,2.42857142857143,2.85714285714286,3.78571428571429,4,3.21428571428571,3.78571428571429,3.58333333333333,3.33333333333333,4,0,1,0,0,2,9
"Omayed",690.74931065629,3020,7,118,NA,NA,1000,"El Omayed Biosphere","El Omayed Biosphere Reserve","Egypt",30.75,29.15,"",10,10,2.41160296396047e-10,0.245927495326894,0.915929233755549,0.692847253394622,0.148457238781063,0.0248211499544997,10512.266,2.4,3,3.7,4,3.2,3.7,3.44444444444444,3.11111111111111,4,0,1,0,0,2,7
"Nyika National Park",3106.62226629606,779,8,621,0.152820372848649,0.599467982311488,1000,"Nyika","Nyika National Park","Malawi",-10.5,34,"",57,57,2.75812895713311e-05,0.245927495326894,0.907806249787324,0.66782273913431,0.173105842793649,0.0338188130712337,175585.98,2.8,3.05454545454545,3.85454545454545,3.76363636363636,3,3.67272727272727,3.18181818181818,2.89090909090909,4,0,1,0,0,5,17
"Kasungu National Park",2369.50896929265,780,6,645,0.0890207794656347,0.620702094338352,1000,"Kasunga","Kasungu National Park","Malawi",-13,33.2,"",67,67,2.86934149129755e-05,0.245927495326894,0.86076778885884,0.668719401296306,0.168008164514064,0.0319357420906827,167438.501902985,2.76923076923077,2.95384615384615,3.87692307692308,3.84615384615385,3.2,3.76923076923077,3.16923076923077,3.06153846153846,4,0,1,0,0,5,17
"Lengwe National Park",931.480562329122,2315,6,180,0.111825817172606,0.514045177698178,1000,"Lengwe/Mwabvi","Lengwe National Park/Mwabvi National Park","Malawi",-16.5,34,"",62,62,4.82020976314326e-06,0.245927495326894,0.871385089891764,0.662543161905692,0.17278279247577,0.0336493272943447,161309.263024194,2.66666666666667,2.78333333333333,3.86666666666667,3.83333333333333,3.08333333333333,3.75,3.25,3.18333333333333,3.95,0,1,0,0,5,17
"Mwabvi Wildlife Reserve",345.393247453633,2320,6,99,0.0935848709920682,0.537002797908681,1000,"Mwabvi WR","Mwabvi West Reserve","Malawi",-16.72,35.01,"",51,51,3.54735812223005e-06,0.245927495326894,0.924461073380578,0.666866906642905,0.175427422049494,0.0345754213291225,164963.318970588,2.6734693877551,2.79591836734694,3.85714285714286,3.79591836734694,3.06122448979592,3.75510204081633,3.12244897959184,3.24489795918367,3.93877551020408,0,1,0,0,5,17
"Vwaza Marsh Wildlife Reserve",985.320437797011,4648,7,219,0.121042867104994,0.507969493707232,1000,"Vwaza Marsh WR","Vwaza Marsh WR","Malawi",-11,33.45,"",55,55,2.5347045785329e-05,0.245927495326894,0.900044879960387,0.670354958992313,0.167593792797078,0.0323293927824328,133328.8025,2.67924528301887,2.88679245283019,3.86792452830189,3.81132075471698,3.13207547169811,3.77358490566038,3.18867924528302,3.18867924528302,4,0,1,0,0,5,17
"Parc National de Djurdjura",163.762779850997,4118,5,87,NA,NA,1000,"Djurdjura NP","Djurdjura National Park","Algeria",36.46,4.16,"",16,16,1.27379916007339e-07,0.245927495326894,0.928308011893316,0.6656859309013,0.161059944823638,0.0303742956321436,15046.778125,2.375,2.8125,3.5625,3.8125,2.8125,3.625,3.71428571428571,3.64285714285714,4,0,1,0,0,4,9
"Parc National de Belezma",177.12785262979,9742,5,81,NA,NA,1000,"Belezma NP","Belezma National Park","Algeria",35.59,6.04,"",10,10,4.61530729719796e-10,0.245927495326894,0.989333251885003,0.611962512064179,0.144732495398,0.0251774484531236,18774.519,2.1,2.2,3.6,3.7,2.4,3.4,4,3.77777777777778,4,0,1,0,0,2,8
"Parc W Niger",2220.18873531027,818,6,190,0.053034039960223,0.224206974261436,1000,"W' du Niger NP","W' du Niger National Park","Niger",12.52,2.66,"",44,44,6.39016778083185e-07,0.245927495326894,0.917730346701803,0.67545646030245,0.164937756545596,0.0315785746813181,138462.741761364,2.55813953488372,3.02325581395349,3.83720930232558,3.7906976744186,3.09302325581395,3.81395348837209,3.27906976744186,2.95348837209302,4,0,1,0,0,4,15
"Réserve totale de faune de Tamou",791.645088983402,2331,4,108,0.0735364165587762,0.243044715527786,1000,"Tamou","Tamou Total Reserve","Niger",12.62,2.31,"",43,43,5.82254802006934e-07,0.245927495326894,0.915780772266197,0.671573209685508,0.161159414625641,0.0308183900743946,85305.3669186046,2.55813953488372,3.02325581395349,3.83720930232558,3.7906976744186,3.16279069767442,3.88372093023256,3.34883720930233,2.95348837209302,4,0,1,0,0,4,15
"Addax Sanctuary",12781.6819827768,72350,1,106,NA,NA,1000,"Addax","Addax Sanctuary","Niger",19.31,9.37,"",16,16,2.1643788874646e-08,0.245927495326894,0.991342337259971,0.656270189246016,0.128174655557663,0.0221946648537327,24486.93875,2.4375,3.125,3.8125,3.8125,3.5,4,3.21428571428571,3.21428571428571,4,0,1,0,0,2,8
"Chambi",67.2847408954823,4486,2,18,NA,NA,1000,"Chambi NP","Chambi National Park","Tunisia",35.18,8.71,"",16,16,6.13835357699176e-08,0.245927495326894,0.993296291005029,0.661656648726497,0.155065513253211,0.028124367906583,19670.571875,2.375,2.6875,3.5625,3.8125,3,3.625,3.64285714285714,3.28571428571429,4,0,1,0,0,3,11
"Parc national de Djebel Bou-Hedma",165.272413749359,13962,5,49,NA,NA,1000,"Bou-Hedma NP","Bou-Hedma National Park","Tunisia",34.47,9.61,"",14,14,2.12847652035978e-08,0.245927495326894,0.990795074002144,0.647177875421659,0.155223517836448,0.0275772232657102,21634.3171428571,2.35714285714286,2.57142857142857,3.71428571428571,3.78571428571429,2.85714285714286,3.57142857142857,3.58333333333333,3.16666666666667,4,0,1,0,0,2,11
"Liwonde National Park",507.102346246761,2316,8,118,0.0769534633453366,0.447682056575788,1000,"Liwonde","Liwonde National Park","Malawi",-14.87,35.34,"",37,37,6.83207785199631e-08,0.245927495326894,0.942928601372816,0.632208055572545,0.16543288167605,0.0307401733852455,242512.621351351,3.05555555555556,3.38888888888889,3.88888888888889,3.75,3.11111111111111,3.61111111111111,3,2.86111111111111,4,0,1,0,0,5,16
"Majete Wildlife Reserve",707.194510835127,2319,6,125,0.149035709174338,0.572843361878687,1000,"Majete WR","Majete WR","Malawi",-15.56,34.35,"",53,53,2.17978308554309e-05,0.245927495326894,0.919148502957128,0.663158334016081,0.174075116809897,0.0347740445487265,131177.844481132,2.58823529411765,2.74509803921569,3.86274509803922,3.80392156862745,2.98039215686274,3.76470588235294,3.15686274509804,3.33333333333333,3.94117647058824,0,1,0,0,5,17
"Réserve partielle de faune d'Ansongo-Ménaka",15276.0288271488,2327,3,27,0.00471743579796998,0.00747890894620385,10000,"Reserve Temporaire","Reserve Temporaire de Faune d'Ansongo-Menaka","Mali",15.55,1.7,"",25,25,6.27268318265977e-08,0.245927495326894,0.956758586712921,0.683163227440067,0.164167606801619,0.0328249957841137,54376.6495,2.52,2.64,3.72,3.76,3.08,3.88,3.5,3.5,4,0,1,0,0,4,9
"Kibira",479.59184066615,9161,2,5,0.0219526633539522,0.806859816929594,10000,"Kibira NP","Kibira National Park","Burundi",-3.6,29.32,"",65,65,0.000226245128548377,0.245927495326894,0.925245954549226,0.657106393423176,0.18485172765217,0.0376064064559814,45902.6227820513,2.83606557377049,2.9344262295082,3.85245901639344,3.81967213114754,2.72131147540984,3.72131147540984,3.19672131147541,3.18032786885246,4,0,1,0,0,5,17
"Parc national du Ruvubu",535.548987687057,9160,2,6,0.02038487283676,0.612245573504278,10000,"Ruvubu NP","Ruvubu National Park","Burundi",-3.13,30.38,"",58,58,4.3157991021945e-05,0.245927495326894,0.921004163420611,0.667903336144468,0.176423593002521,0.035337646747041,85331.8218534483,2.74545454545455,2.76363636363636,3.87272727272727,3.85454545454545,2.92727272727273,3.70909090909091,3.29090909090909,3.14545454545455,4,0,1,0,0,5,17
"Réserve naturelle du Rusizi",85.4274708933633,9162,1,1,0,0.524264564070591,10000,"Rusizi NP","Rusizi National Park","Burundi",-3.24,29.25,"",52,52,7.82953674448477e-05,0.245927495326894,0.954457027337411,0.658346295046366,0.185980942494667,0.0376646480242057,72898.4455288462,2.88235294117647,2.92156862745098,3.88235294117647,3.82352941176471,2.76470588235294,3.70588235294118,3.25490196078431,3.07843137254902,4,0,1,0,0,5,17
"Bururi Forest",26.9677323827126,9164,1,1,NA,0.698287741134041,10000,"Bururi Forest NR","Bururi Forest National Reserve","Burundi",-3.94,29.6,"",49,49,0.000100195254582769,0.245927495326894,0.921165501400921,0.650673123185,0.179355860395554,0.0347333110488901,71146.9709353741,2.82978723404255,2.85106382978723,3.93617021276596,3.85106382978723,2.82978723404255,3.65957446808511,3.14893617021277,3.19148936170213,4,0,1,0,0,5,16
"Waza",1412.65424568481,608,3,6,0.0488723207806318,0.246509447600718,10000,"Waza NP","Waza National Park","Cameroon",11.29,14.69,"",42,42,4.53942512566591e-07,0.245927495326894,0.913814433648529,0.680212884434442,0.15904261156453,0.0290725304574292,163521.874464286,2.5609756097561,2.97560975609756,3.85365853658537,3.85365853658537,3.19512195121951,3.80487804878049,3.24390243902439,3.04878048780488,4,0,1,0,0,3,15
"Mbam et Djerem",4306.80278790466,20166,2,14,0.0537771104724466,0.759656405636679,10000,"Mbam et Djerem NP","Mbam et Djerem National Park","Cameroon",5.86,12.77,"",47,47,0.000139507082796989,0.245927495326894,0.925796156440689,0.669412983776438,0.187801023159535,0.0384613267569551,42382.6413297872,2.71739130434783,2.8695652173913,3.78260869565217,3.80434782608696,2.71739130434783,3.69565217391304,3.30434782608696,3.08695652173913,4,0,1,0,0,5,17
"Boumba Bek",2374.35572680993,308624,1,7,0.0152850556335916,0.875548607067728,10000,"Boumba Bek/Neki NP","Boumba Bek/Neki National Parl","Cameroon",2.51,14.72,"",48,48,7.76322953228067e-05,0.245927495326894,0.839433172056589,0.667917694442937,0.203724609108446,0.0453721023701846,116094.368645833,2.76086956521739,2.84782608695652,3.80434782608696,3.54347826086956,2.04347826086957,3.67391304347826,3.21739130434783,3.39130434782609,4,0,1,0,0,5,13
"Korup",1268.07286343403,20058,1,9,0.0674004074322324,0.72631373337295,10000,"Korup NP","Korup National Park","Cameroon",5.1,8.51,"",44,44,0.000102201491865353,0.245927495326894,0.796327481171723,0.674128674856174,0.201446862848154,0.0438100301149514,113382.85,2.69767441860465,2.67441860465116,3.83720930232558,3.62790697674419,2.11627906976744,3.6046511627907,3.37209302325581,3.44186046511628,4,0,1,0,0,5,12
"Campo-Ma'an",2621.8886663592,1242,1,15,0.0899778945190301,0.835968877268387,10000,"Campo Ma'an NP","Campo Ma'an National Park","Cameroon",2.46,10.3,"",48,48,8.95948292854095e-05,0.245927495326894,0.82556964242677,0.667649133637201,0.203521386235196,0.0451326900376008,143343.4909375,2.73913043478261,2.91304347826087,3.8695652173913,3.54347826086956,1.97826086956522,3.67391304347826,3.21739130434783,3.28260869565217,4,0,1,0,0,5,13
"Yankari",2397.21555272932,1332,3,10,0.0609389890765717,0.275317237635296,10000,"Yankari","Yankari Game Reserve","Nigeria",9.826286,10.5296115,"",37,37,2.14469042910386e-06,0.245927495326894,0.956424013785137,0.633397128147432,0.171747774536098,0.0331481331359171,202751.50972973,2.61111111111111,3.13888888888889,3.91666666666667,3.66666666666667,2.97222222222222,3.69444444444444,3.13888888888889,2.66666666666667,4,0,1,0,0,4,14
"W (Benin)",5806.17191365083,12201,3,22,0.0477032458678004,0.279024112183643,10000,"Benin","Benin City","Nigeria",6.5,5.5,"",30,30,9.61176620106435e-05,0.245927495326894,0.8349438551158,0.659390344742029,0.204822601234343,0.0463621482192282,137357.489666667,2.60714285714286,2.64285714285714,3.82142857142857,3.57142857142857,1.75,3.46428571428571,3.46428571428571,3.46428571428571,4,0,1,0,0,5,13
"Kidepo Valley",1437.23245553074,958,3,9,0.0807909254898835,0.416079975524792,10000,"Kidepo","Kidepo National Park","Uganda",3.86,33.8,"Kidepo Valley",45,45,9.63002625395673e-07,0.245927495326894,0.899731890257009,0.648790456449758,0.154287424715283,0.0270938103982127,201050.170444444,3.02325581395349,3.2093023255814,4,3.86046511627907,3.2093023255814,3.86046511627907,2.83720930232558,2.95348837209302,4,0,1,0,0,4,14
"Rwenzori Mountains",998.905644444759,18438,2,10,0.0333810833661128,0.77689618760418,10000,"Rwenzori NP","Rwenzori National Park","Uganda",0.13,30,"",49,49,4.95156395829909e-05,0.245927495326894,0.955183015708505,0.66638968326955,0.18866798857321,0.0394173818611476,153911.485663265,2.77083333333333,2.89583333333333,3.875,3.66666666666667,2.64583333333333,3.72916666666667,3.33333333333333,3.125,4,0,1,0,0,5,16
"Kibale",792.224748326657,40002,3,7,0.0375343643071312,0.78079097020679,10000,"Kibale NP","Kibale National Park","Uganda",0.53,30.38,"",72,72,0.000271946601435198,0.245927495326894,0.852330892705957,0.668227081100016,0.186081485540456,0.0390127690536494,112950.675104167,2.76470588235294,2.80882352941176,3.80882352941176,3.82352941176471,2.67647058823529,3.69117647058824,3.27941176470588,3.17647058823529,4,0,1,0,0,5,17
"Murchison Falls",3895.11626338592,956,5,24,0.107399022353668,0.600545589218198,10000,"Kabalega/Murchison","Kabalega/Murchison Falls National Park","Uganda",2.25,31.8,"",44,44,8.80988907730515e-05,0.245927495326894,0.964997149451443,0.65050807650726,0.186368429154908,0.0390135002859374,185168.896363636,2.79545454545455,3.04545454545455,3.84090909090909,3.59090909090909,2.72727272727273,3.72727272727273,3.29545454545455,2.95454545454545,4,0,1,0,0,5,16
"Fada Archei",1745.53266343474,9033,1,4,NA,NA,10000,"Fada Archei FR","Fada Archei Faunal Reserve","Chad",16.96,21.4,"",20,20,6.20850865178792e-08,0.245927495326894,0.889214049228448,0.675200946773829,0.136160327632223,0.0233715576554336,19198.395375,2.45,2.95,3.85,3.85,3.2,3.85,3.55555555555556,3.5,4,0,1,0,0,3,10
"Mandelia",1321.29839745131,5166,3,9,0.0643228457198931,0.373873694039026,10000,"Mandelia","Mandelia Faunal Reserve","Chad",11.56,15.22,"",48,48,4.85712155486711e-07,0.245927495326894,0.9133999321298,0.673734111836619,0.159921580681452,0.0295682019137217,70162.7668229167,2.53191489361702,2.91489361702128,3.78723404255319,3.80851063829787,3.23404255319149,3.8936170212766,3.34042553191489,3.04255319148936,4,0,1,0,0,4,16
"Binder-Léré",1133.53653160855,5168,2,8,0.039291285835305,0.344812298408495,10000,"Binder","Binder Faunal Reserve","Chad",9.63,14.41,"",43,43,1.89444282380408e-06,0.245927495326894,0.920763935178982,0.660982755966811,0.167380327275562,0.031992649493782,53081.1001744186,2.54761904761905,2.90476190476191,3.76190476190476,3.78571428571429,3.04761904761905,3.80952380952381,3.40476190476191,3.14285714285714,4,0,1,0,0,5,15
"Foret de Bandia",104.933988398974,352632,1,2,0,0.278535789002109,10000,"Bandia","Bandia","Senegal",14.59,-16.97,"",22,22,3.40888605866628e-08,0.245927495326894,0.997233224962242,0.721233095372765,0.180495101661921,0.0384035428775904,12873.905,2.09090909090909,2.54545454545455,3.54545454545455,3.59090909090909,2.63636363636364,3.63636363636364,3.36363636363636,3.5,4,0,1,0,0,4,10
"Mushandike",125.625422726371,1479,1,2,NA,0.524581290317218,10000,"Mushandike","Mushandike Sanctuary","Zimbabwe",-8.68,29.44,"",46,46,9.81290710889663e-07,0.245927495326894,0.911046262933599,0.664964424704247,0.163479534763387,0.0289317932015496,38744.1482065217,2.63636363636364,2.65909090909091,3.84090909090909,3.86363636363636,3.18181818181818,3.81818181818182,3.18181818181818,3.25,4,0,1,0,0,5,16
